id,full_name,honorific,gender,party,photo_url,bio,education,date_of_birth,wikipedia_url,source_url,confidence,data_status,last_verified_at
471,Nara Lokesh,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
472,Nimmala Rama Naidu,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
473,Nasyam Mohammed Farooq,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
474,Anam Ramanarayana Reddy,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
475,Payyavula Keshav,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
476,Anagani Satya Prasad,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
477,Kolusu Parthasarathy,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
478,Dola Sree Bala Veeranjaneya Swamy,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
479,Gottipati Ravi Kumar,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
480,Kandula Durgesh,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
481,Gummadi Sandhya Rani,Smt,female,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
482,B. C. Janardhan Reddy,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
483,T. G. Bharath,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
484,S. Savitha,Smt,female,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
485,Vasamsetti Subhash,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
486,Kondapalli Srinivas,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
487,Mandipalli Ramprasad Reddy,Shri,male,,,"Minister, Govt of Andhra Pradesh",,,,https://en.wikipedia.org/wiki/Fourth_N._Chandrababu_Naidu_ministry,0.75,collected,2026-06-26
488,Nalamada Uttam Kumar Reddy,Shri,male,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
489,Ponnam Prabhakar,Shri,male,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
490,Komatireddy Venkat Reddy,Shri,male,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
491,Konda Surekha,Smt,female,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
492,Dansari Anasuya Seethakka,Smt,female,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
493,Duddilla Sridhar Babu,Shri,male,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
494,Ponguleti Srinivasa Reddy,Shri,male,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
495,Thummala Nageswara Rao,Shri,male,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
496,Cilarapu Damodar Raja Narasimha,Shri,male,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
497,Jupally Krishna Rao,Shri,male,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
498,Gaddam Vivekanand,Shri,male,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
499,Adluri Laxman Kumar,Shri,male,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
500,Vakiti Srihari,Shri,male,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
501,Mohammad Azharuddin,Shri,male,,,"Minister, Govt of Telangana",,,,https://en.wikipedia.org/wiki/Revanth_Reddy_ministry,0.75,collected,2026-06-26
502,Suvendu Adhikari,Shri,male,BJP,,Chief Minister of West Bengal (first BJP CM); sworn in 9 May 2026,,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.85,verified,2026-06-26
503,Dilip Ghosh,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
504,Agnimitra Paul,Smt,female,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
505,Ashok Kirtania,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
506,Kshudiram Tudu,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
507,Nisith Pramanik,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
508,Tapas Roy,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
509,Swapan Dasgupta,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
510,Shankar Ghosh,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
511,Gouri Shankar Ghosh,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
512,Dipak Barman,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
513,Manoj Kumar Oraon,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
514,Jagannath Chattopadhyay,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
515,Dudh Kumar Mondal,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
516,Saradwat Mukhopadhyay,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
517,Arup Kumar Das,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
518,Ajay Kumar Poddar,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
519,Kalyan Chakraborty,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
520,Arjun Singh,Shri,male,BJP,,"Minister, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
521,Malati Rava Roy,Smt,female,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
522,Indranil Khan,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
523,Rajesh Mahata,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
524,Ashok Dinda,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
525,Umesh Rai,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
526,Koushik Chowdhury,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
527,Kalita Maji,Smt,female,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
528,Moumita Biswas Mishra,Smt,female,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
529,Gargi Das Ghosh,Smt,female,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
530,Dipankar Jana,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
531,Purnima Chakraborty,Smt,female,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
532,Bishal Lama,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
533,Hare Krishna Bera,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
534,Anandamoy Barman,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
535,Shantanu Pramanik,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
536,Biraj Biswas,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
537,Amiya Kisku,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
538,Joyel Murmu,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
539,Bhaskar Bhattacharya,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
540,Dibakar Gharami,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
541,Sumana Sarkar,Smt,female,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
542,Nadiar Chand Bouri,Shri,male,BJP,,"Minister of State, Govt of West Bengal",,,,https://en.wikipedia.org/wiki/Suvendu_Adhikari_ministry,0.80,collected,2026-06-26
543,Suresh Pujari,Shri,male,,,"Minister, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
544,Rabi Narayan Naik,Shri,male,,,"Minister, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
545,Nityananda Gond,Shri,male,,,"Minister, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
546,Krushna Chandra Patra,Shri,male,,,"Minister, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
547,Prithviraj Harichandan,Shri,male,,,"Minister, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
548,Mukesh Mahaling,Shri,male,,,"Minister, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
549,Bibhuti Bhusan Jena,Shri,male,,,"Minister, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
550,Krushna Chandra Mohapatra,Shri,male,,,"Minister, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
551,Ganesh Ram Singh Khuntia,Shri,male,,,"Minister of State, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
552,Suryabanshi Suraj,Shri,male,,,"Minister of State, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
553,Pradeep Bal Samanta,Shri,male,,,"Minister of State, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
554,Gokula Nanda Mallik,Shri,male,,,"Minister of State, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
555,Sampad Chandra Swain,Shri,male,,,"Minister of State, Govt of Odisha",,,,https://en.wikipedia.org/wiki/Mohan_Charan_Majhi_ministry,0.75,collected,2026-06-26
556,Radha Krishna Kishore,Shri,male,,,"Minister, Govt of Jharkhand",,,,https://en.wikipedia.org/wiki/Fourth_Hemant_Soren_ministry,0.75,collected,2026-06-26
557,Sanjay Prasad Yadav,Shri,male,,,"Minister, Govt of Jharkhand",,,,https://en.wikipedia.org/wiki/Fourth_Hemant_Soren_ministry,0.75,collected,2026-06-26
558,Deepak Birua,Shri,male,,,"Minister, Govt of Jharkhand",,,,https://en.wikipedia.org/wiki/Fourth_Hemant_Soren_ministry,0.75,collected,2026-06-26
559,Chamra Linda,Shri,male,,,"Minister, Govt of Jharkhand",,,,https://en.wikipedia.org/wiki/Fourth_Hemant_Soren_ministry,0.75,collected,2026-06-26
560,Irfan Ansari,Shri,male,,,"Minister, Govt of Jharkhand",,,,https://en.wikipedia.org/wiki/Fourth_Hemant_Soren_ministry,0.75,collected,2026-06-26
561,Hafizul Hasan,Shri,male,,,"Minister, Govt of Jharkhand",,,,https://en.wikipedia.org/wiki/Fourth_Hemant_Soren_ministry,0.75,collected,2026-06-26
562,Dipika Pandey Singh,Smt,female,,,"Minister, Govt of Jharkhand",,,,https://en.wikipedia.org/wiki/Fourth_Hemant_Soren_ministry,0.75,collected,2026-06-26
563,Yogendra Prasad,Shri,male,,,"Minister, Govt of Jharkhand",,,,https://en.wikipedia.org/wiki/Fourth_Hemant_Soren_ministry,0.75,collected,2026-06-26
564,Sudivya Kumar,Shri,male,,,"Minister, Govt of Jharkhand",,,,https://en.wikipedia.org/wiki/Fourth_Hemant_Soren_ministry,0.75,collected,2026-06-26
565,Shilpi Neha Tirkey,Smt,female,,,"Minister, Govt of Jharkhand",,,,https://en.wikipedia.org/wiki/Fourth_Hemant_Soren_ministry,0.75,collected,2026-06-26
566,Harpal Singh Cheema,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
567,Baljit Kaur,Smt,female,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
568,Aman Arora,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
569,Balbir Singh,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
570,Harbhajan Singh ETO,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
571,Lal Chand,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
572,Laljit Singh Bhullar,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
573,Harjot Singh Bains,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
574,Gurmeet Singh Khuddian,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
575,Barinder Kumar Goyal,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
576,Tarunpreet Singh Sond,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
577,Ravjot Singh,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
578,Hardeep Singh Mundian,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
579,Mohinder Bhagat,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
580,Sanjeev Arora,Shri,male,,,"Minister, Govt of Punjab",,,,https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
581,Ramvichar Netam,Shri,male,,,"Minister, Govt of Chhattisgarh",,,,https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
582,Dayal Das Baghel,Shri,male,,,"Minister, Govt of Chhattisgarh",,,,https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
583,Kedar Kashyap,Shri,male,,,"Minister, Govt of Chhattisgarh",,,,https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
584,Lakhan Lal Dewangan,Shri,male,,,"Minister, Govt of Chhattisgarh",,,,https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
585,Shyam Bihari Jaiswal,Shri,male,,,"Minister, Govt of Chhattisgarh",,,,https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
586,O. P. Choudhary,Shri,male,,,"Minister, Govt of Chhattisgarh",,,,https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
587,Laxmi Rajwade,Smt,female,,,"Minister, Govt of Chhattisgarh",,,,https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
588,Tankram Verma,Shri,male,,,"Minister, Govt of Chhattisgarh",,,,https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
589,Gajendra Yadav,Shri,male,,,"Minister, Govt of Chhattisgarh",,,,https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
590,Guru Khushwant Saheb,Shri,male,,,"Minister, Govt of Chhattisgarh",,,,https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
591,Rajesh Agrawal,Shri,male,,,"Minister, Govt of Chhattisgarh",,,,https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
592,Anil Vij,Shri,male,,,"Minister, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
593,Krishan Lal Panwar,Shri,male,,,"Minister, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
594,Rao Narbir Singh,Shri,male,,,"Minister, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
595,Mahipal Dhanda,Shri,male,,,"Minister, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
596,Arvind Sharma,Shri,male,,,"Minister, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
597,Vipul Goel,Shri,male,,,"Minister, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
598,Shyam Singh Rana,Shri,male,,,"Minister, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
599,Ranbir Gangwa,Shri,male,,,"Minister, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
600,Kishan Kumar,Shri,male,,,"Minister, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
601,Shruti Choudhry,Smt,female,,,"Minister, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
602,Arti Singh Rao,Smt,female,,,"Minister, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
603,Rajesh Nagar,Shri,male,,,"Minister of State, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
604,Gaurav Gautam,Shri,male,,,"Minister of State, Govt of Haryana",,,,https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
605,Ranjeet Kumar Dass,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
606,Atul Bora,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
607,Keshab Mahanta,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
608,Urkhao Gwra Brahma,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
609,Chandra Mohan Patowary,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
610,Ranoj Pegu,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
611,Ashok Singhal,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
612,Jogen Mohan,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
613,Ajanta Neog,Smt,female,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
614,Pijush Hazarika,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
615,Bimal Bora,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
616,Nandita Garlosa,Smt,female,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
617,Jayanta Malla Baruah,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
618,Prasanta Phukan,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
619,Kaushik Rai,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
620,Krishnendu Paul,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
621,Rupesh Gowala,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
622,Charan Boro,Shri,male,,,"Minister, Govt of Assam",,,,https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
623,Joseph Vijay,Shri,male,Tamilaga Vettri Kazhagam (TVK),,Chief Minister of Tamil Nadu after TVK win in 2026 election,,,,https://www.britannica.com/topic/2026-State-Elections-in-India,0.75,collected,2026-06-26
624,V. D. Satheesan,Shri,male,Indian National Congress,,Chief Minister of Kerala after UDF win in 2026 election,,,,https://www.britannica.com/topic/2026-State-Elections-in-India,0.75,collected,2026-06-26
