id,body_id,jurisdiction_id,reports_to_position_id,title,position_type,branch,rank_level,is_vacant,description,source_url,confidence,data_status,last_verified_at
571,,21,134,Minister of Punjab (Health & Family Welfare; Medical Education & Research),political_executive,executive,6,false,"Minister, Govt of Punjab - Health & Family Welfare; Medical Education & Research",https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
572,,21,134,Minister of Punjab (Public Works (B&R)),political_executive,executive,6,false,"Minister, Govt of Punjab - Public Works (B&R)",https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
573,,21,134,"Minister of Punjab (Food, Civil Supplies & Consumer Affairs; Forests & Wildlife)",political_executive,executive,6,false,"Minister, Govt of Punjab - Food, Civil Supplies & Consumer Affairs; Forests & Wildlife",https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
574,,21,134,"Minister of Punjab (Transport; Animal Husbandry, Fisheries & Dairy)",political_executive,executive,6,false,"Minister, Govt of Punjab - Transport; Animal Husbandry, Fisheries & Dairy",https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
575,,21,134,Minister of Punjab (Technical & School Education; Information & Public Relations),political_executive,executive,6,false,"Minister, Govt of Punjab - Technical & School Education; Information & Public Relations",https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
576,,21,134,Minister of Punjab (Agriculture & Farmer Welfare; Rural Development & Panchayats),political_executive,executive,6,false,"Minister, Govt of Punjab - Agriculture & Farmer Welfare; Rural Development & Panchayats",https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
577,,21,134,Minister of Punjab (Mines & Geology; Water Resources),political_executive,executive,6,false,"Minister, Govt of Punjab - Mines & Geology; Water Resources",https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
578,,21,134,Minister of Punjab (Tourism & Cultural Affairs; Labour; Hospitality),political_executive,executive,6,false,"Minister, Govt of Punjab - Tourism & Cultural Affairs; Labour; Hospitality",https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
579,,21,134,Minister of Punjab (Parliamentary Affairs; NRI Affairs),political_executive,executive,6,false,"Minister, Govt of Punjab - Parliamentary Affairs; NRI Affairs",https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
580,,21,134,Minister of Punjab (Revenue & Disaster Management; Housing & Urban Development),political_executive,executive,6,false,"Minister, Govt of Punjab - Revenue & Disaster Management; Housing & Urban Development",https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
581,,21,134,Minister of Punjab (Defence Services Welfare; Horticulture),political_executive,executive,6,false,"Minister, Govt of Punjab - Defence Services Welfare; Horticulture",https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
582,,21,134,Minister of Punjab (Industries & Commerce; Information Technology; Power; Local Government),political_executive,executive,6,false,"Minister, Govt of Punjab - Industries & Commerce; Information Technology; Power; Local Government",https://en.wikipedia.org/wiki/Bhagwant_Mann_ministry,0.75,collected,2026-06-26
583,,6,89,Minister of Chhattisgarh (Tribal Development; Agriculture; Fisheries and Animal Husbandry),political_executive,executive,6,false,"Minister, Govt of Chhattisgarh - Tribal Development; Agriculture; Fisheries and Animal Husbandry",https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
584,,6,89,"Minister of Chhattisgarh (Food, Civil Supplies and Consumer Protection)",political_executive,executive,6,false,"Minister, Govt of Chhattisgarh - Food, Civil Supplies and Consumer Protection",https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
585,,6,89,Minister of Chhattisgarh (Forest and Climate Change; Transport; Cooperative; Parliamentary Affairs),political_executive,executive,6,false,"Minister, Govt of Chhattisgarh - Forest and Climate Change; Transport; Cooperative; Parliamentary Affairs",https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
586,,6,89,Minister of Chhattisgarh (Commerce and Industries; Labour),political_executive,executive,6,false,"Minister, Govt of Chhattisgarh - Commerce and Industries; Labour",https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
587,,6,89,Minister of Chhattisgarh (Public Health and Family Welfare; Medical Education; OBC and Minorities),political_executive,executive,6,false,"Minister, Govt of Chhattisgarh - Public Health and Family Welfare; Medical Education; OBC and Minorities",https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
588,,6,89,Minister of Chhattisgarh (Finance; Commercial Tax; Housing and Environment; Planning),political_executive,executive,6,false,"Minister, Govt of Chhattisgarh - Finance; Commercial Tax; Housing and Environment; Planning",https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
589,,6,89,Minister of Chhattisgarh (Women and Child Development; Social Welfare),political_executive,executive,6,false,"Minister, Govt of Chhattisgarh - Women and Child Development; Social Welfare",https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
590,,6,89,Minister of Chhattisgarh (Revenue and Disaster Management; Higher Education),political_executive,executive,6,false,"Minister, Govt of Chhattisgarh - Revenue and Disaster Management; Higher Education",https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
591,,6,89,Minister of Chhattisgarh (School Education; Rural Industries; Law),political_executive,executive,6,false,"Minister, Govt of Chhattisgarh - School Education; Rural Industries; Law",https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
592,,6,89,Minister of Chhattisgarh (Skill Development; Technical Education; SC Development),political_executive,executive,6,false,"Minister, Govt of Chhattisgarh - Skill Development; Technical Education; SC Development",https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
593,,6,89,Minister of Chhattisgarh (Culture; Tourism; Religious Trust and Endowment),political_executive,executive,6,false,"Minister, Govt of Chhattisgarh - Culture; Tourism; Religious Trust and Endowment",https://www.thehitavada.com/Encyc/2025/8/21/portfolios-allocated-to-all-cabinet-ministers.html,0.75,collected,2026-06-26
594,,9,98,Minister of Haryana (Energy; Transport; Labour),political_executive,executive,6,false,"Minister, Govt of Haryana - Energy; Transport; Labour",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
595,,9,98,Minister of Haryana (Development and Panchayat; Mines and Geology),political_executive,executive,6,false,"Minister, Govt of Haryana - Development and Panchayat; Mines and Geology",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
596,,9,98,Minister of Haryana (Industries and Commerce; Environment and Forests),political_executive,executive,6,false,"Minister, Govt of Haryana - Industries and Commerce; Environment and Forests",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
597,,9,98,Minister of Haryana (School Education; Higher Education; Parliamentary Affairs),political_executive,executive,6,false,"Minister, Govt of Haryana - School Education; Higher Education; Parliamentary Affairs",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
598,,9,98,Minister of Haryana (Cooperation; Jail; Heritage and Tourism),political_executive,executive,6,false,"Minister, Govt of Haryana - Cooperation; Jail; Heritage and Tourism",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
599,,9,98,Minister of Haryana (Revenue; Disaster Management; Urban Local Bodies),political_executive,executive,6,false,"Minister, Govt of Haryana - Revenue; Disaster Management; Urban Local Bodies",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
600,,9,98,Minister of Haryana (Agriculture and Farmers' Welfare; Animal Husbandry),political_executive,executive,6,false,"Minister, Govt of Haryana - Agriculture and Farmers' Welfare; Animal Husbandry",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
601,,9,98,Minister of Haryana (Public Health Engineering; Public Works (B&R)),political_executive,executive,6,false,"Minister, Govt of Haryana - Public Health Engineering; Public Works (B&R)",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
602,,9,98,"Minister of Haryana (Social Justice, Empowerment, SC and BC Welfare)",political_executive,executive,6,false,"Minister, Govt of Haryana - Social Justice, Empowerment, SC and BC Welfare",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
603,,9,98,Minister of Haryana (Women and Child Development; Irrigation and Water Resources),political_executive,executive,6,false,"Minister, Govt of Haryana - Women and Child Development; Irrigation and Water Resources",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
604,,9,98,Minister of Haryana (Health; Medical Education and Research; AYUSH),political_executive,executive,6,false,"Minister, Govt of Haryana - Health; Medical Education and Research; AYUSH",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
605,,9,98,"Minister of State of Haryana (Food, Civil Supplies and Consumer Affairs)",political_executive,executive,7,false,"Minister of State, Govt of Haryana - Food, Civil Supplies and Consumer Affairs",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
606,,9,98,Minister of State of Haryana (Youth Empowerment and Entrepreneurship; Sports),political_executive,executive,7,false,"Minister of State, Govt of Haryana - Youth Empowerment and Entrepreneurship; Sports",https://www.indiatvnews.com/haryana/haryana-polls-2024-cm-nayab-saini-cabinet,0.75,collected,2026-06-26
607,,4,83,Minister of Assam (Panchayat and Rural Development; General Administration; Tourism),political_executive,executive,6,false,"Minister, Govt of Assam - Panchayat and Rural Development; General Administration; Tourism",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
608,,4,83,Minister of Assam (Agriculture and Horticulture; Border Protection; Excise),political_executive,executive,6,false,"Minister, Govt of Assam - Agriculture and Horticulture; Border Protection; Excise",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
609,,4,83,Minister of Assam (Information Technology; Science & Technology; Revenue and Disaster Management),political_executive,executive,6,false,"Minister, Govt of Assam - Information Technology; Science & Technology; Revenue and Disaster Management",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
610,,4,83,"Minister of Assam (Handloom, Textiles and Sericulture; Soil Conservation)",political_executive,executive,6,false,"Minister, Govt of Assam - Handloom, Textiles and Sericulture; Soil Conservation",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
611,,4,83,Minister of Assam (Environment and Forests; Act East Policy; Parliamentary Affairs),political_executive,executive,6,false,"Minister, Govt of Assam - Environment and Forests; Act East Policy; Parliamentary Affairs",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
612,,4,83,Minister of Assam (Education; Tribal Welfare),political_executive,executive,6,false,"Minister, Govt of Assam - Education; Tribal Welfare",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
613,,4,83,Minister of Assam (Health and Family Welfare; Irrigation),political_executive,executive,6,false,"Minister, Govt of Assam - Health and Family Welfare; Irrigation",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
614,,4,83,Minister of Assam (Hill Areas Development; Cooperation; Public Works (Buildings & NH)),political_executive,executive,6,false,"Minister, Govt of Assam - Hill Areas Development; Cooperation; Public Works (Buildings & NH)",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
615,,4,83,Minister of Assam (Finance; Women and Child Development),political_executive,executive,6,false,"Minister, Govt of Assam - Finance; Women and Child Development",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
616,,4,83,Minister of Assam (Social Justice and Empowerment),political_executive,executive,6,false,"Minister, Govt of Assam - Social Justice and Empowerment",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
617,,4,83,Minister of Assam (Industries and Commerce; Public Enterprises; Cultural Affairs),political_executive,executive,6,false,"Minister, Govt of Assam - Industries and Commerce; Public Enterprises; Cultural Affairs",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
618,,4,83,Minister of Assam (Welfare of Minorities; Sports and Youth Welfare),political_executive,executive,6,false,"Minister, Govt of Assam - Welfare of Minorities; Sports and Youth Welfare",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
619,,4,83,Minister of Assam (Public Health Engineering; Housing and Urban Affairs),political_executive,executive,6,false,"Minister, Govt of Assam - Public Health Engineering; Housing and Urban Affairs",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
620,,4,83,"Minister of Assam (Skill, Employment; Power; Medical Education)",political_executive,executive,6,false,"Minister, Govt of Assam - Skill, Employment; Power; Medical Education",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
621,,4,83,"Minister of Assam (Food, Public Distribution; Mines and Minerals; Barak Valley Development)",political_executive,executive,6,false,"Minister, Govt of Assam - Food, Public Distribution; Mines and Minerals; Barak Valley Development",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
622,,4,83,Minister of Assam (Animal Husbandry and Veterinary; Fisheries; Public Works (Roads)),political_executive,executive,6,false,"Minister, Govt of Assam - Animal Husbandry and Veterinary; Fisheries; Public Works (Roads)",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
623,,4,83,Minister of Assam (Welfare of Tea Tribes; Labour and Welfare; Home (Prisons)),political_executive,executive,6,false,"Minister, Govt of Assam - Welfare of Tea Tribes; Labour and Welfare; Home (Prisons)",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
624,,4,83,Minister of Assam (Transport; Welfare of Bodoland),political_executive,executive,6,false,"Minister, Govt of Assam - Transport; Welfare of Bodoland",https://en.wikipedia.org/wiki/Himanta_Biswa_Sarma_ministry,0.75,collected,2026-06-26
625,,30,161,Minister of Delhi (NCT) (Public Works; Legislative Affairs; Irrigation & Flood Control),political_executive,executive,6,false,"Minister, Govt of Delhi (NCT) - Public Works; Legislative Affairs; Irrigation & Flood Control",https://en.wikipedia.org/wiki/Rekha_Gupta_ministry,0.75,collected,2026-06-26
626,,30,161,Minister of Delhi (NCT) (Home; Power; Education; Higher Education),political_executive,executive,6,false,"Minister, Govt of Delhi (NCT) - Home; Power; Education; Higher Education",https://en.wikipedia.org/wiki/Rekha_Gupta_ministry,0.75,collected,2026-06-26
627,,30,161,Minister of Delhi (NCT) (Food & Supplies; Forest & Environment; Industries),political_executive,executive,6,false,"Minister, Govt of Delhi (NCT) - Food & Supplies; Forest & Environment; Industries",https://en.wikipedia.org/wiki/Rekha_Gupta_ministry,0.75,collected,2026-06-26
628,,30,161,Minister of Delhi (NCT) (Social Welfare; SC & ST Welfare; Cooperative),political_executive,executive,6,false,"Minister, Govt of Delhi (NCT) - Social Welfare; SC & ST Welfare; Cooperative",https://en.wikipedia.org/wiki/Rekha_Gupta_ministry,0.75,collected,2026-06-26
629,,30,161,Minister of Delhi (NCT) (Law & Justice; Labour; Art & Culture; Tourism),political_executive,executive,6,false,"Minister, Govt of Delhi (NCT) - Law & Justice; Labour; Art & Culture; Tourism",https://en.wikipedia.org/wiki/Rekha_Gupta_ministry,0.75,collected,2026-06-26
630,,30,161,Minister of Delhi (NCT) (Health and Family Welfare; Transport; Information Technology),political_executive,executive,6,false,"Minister, Govt of Delhi (NCT) - Health and Family Welfare; Transport; Information Technology",https://en.wikipedia.org/wiki/Rekha_Gupta_ministry,0.75,collected,2026-06-26
631,,10,101,Minister of Himachal Pradesh (Health & Family Welfare; Social Justice & Empowerment),political_executive,executive,6,false,"Minister, Govt of Himachal Pradesh - Health & Family Welfare; Social Justice & Empowerment",https://en.wikipedia.org/wiki/Sukhu_ministry,0.75,collected,2026-06-26
632,,10,101,Minister of Himachal Pradesh (Agriculture; Animal Husbandry),political_executive,executive,6,false,"Minister, Govt of Himachal Pradesh - Agriculture; Animal Husbandry",https://en.wikipedia.org/wiki/Sukhu_ministry,0.75,collected,2026-06-26
633,,10,101,Minister of Himachal Pradesh (Industries; Parliamentary Affairs; Labour & Employment),political_executive,executive,6,false,"Minister, Govt of Himachal Pradesh - Industries; Parliamentary Affairs; Labour & Employment",https://en.wikipedia.org/wiki/Sukhu_ministry,0.75,collected,2026-06-26
634,,10,101,Minister of Himachal Pradesh (Revenue; Horticulture; Tribal Development),political_executive,executive,6,false,"Minister, Govt of Himachal Pradesh - Revenue; Horticulture; Tribal Development",https://en.wikipedia.org/wiki/Sukhu_ministry,0.75,collected,2026-06-26
635,,10,101,Minister of Himachal Pradesh (Higher & Elementary Education),political_executive,executive,6,false,"Minister, Govt of Himachal Pradesh - Higher & Elementary Education",https://en.wikipedia.org/wiki/Sukhu_ministry,0.75,collected,2026-06-26
636,,10,101,Minister of Himachal Pradesh (Rural Development & Panchayati Raj),political_executive,executive,6,false,"Minister, Govt of Himachal Pradesh - Rural Development & Panchayati Raj",https://en.wikipedia.org/wiki/Sukhu_ministry,0.75,collected,2026-06-26
637,,10,101,Minister of Himachal Pradesh (Public Works; Urban Development),political_executive,executive,6,false,"Minister, Govt of Himachal Pradesh - Public Works; Urban Development",https://en.wikipedia.org/wiki/Sukhu_ministry,0.75,collected,2026-06-26
638,,10,101,Minister of Himachal Pradesh (Technical Education; Vocational & Industrial Training),political_executive,executive,6,false,"Minister, Govt of Himachal Pradesh - Technical Education; Vocational & Industrial Training",https://en.wikipedia.org/wiki/Sukhu_ministry,0.75,collected,2026-06-26
639,,10,101,Minister of Himachal Pradesh (Ayush; Youth Services & Sports; Law),political_executive,executive,6,false,"Minister, Govt of Himachal Pradesh - Ayush; Youth Services & Sports; Law",https://en.wikipedia.org/wiki/Sukhu_ministry,0.75,collected,2026-06-26
640,,27,152,Minister of Uttarakhand (Public Works Department; Panchayati Raj),political_executive,executive,6,false,"Minister, Govt of Uttarakhand - Public Works Department; Panchayati Raj",https://en.wikipedia.org/wiki/Second_Dhami_ministry,0.75,collected,2026-06-26
641,,27,152,Minister of Uttarakhand (Agriculture; Rural Development),political_executive,executive,6,false,"Minister, Govt of Uttarakhand - Agriculture; Rural Development",https://en.wikipedia.org/wiki/Second_Dhami_ministry,0.75,collected,2026-06-26
642,,27,152,"Minister of Uttarakhand (Basic, Secondary and Higher Education)",political_executive,executive,6,false,"Minister, Govt of Uttarakhand - Basic, Secondary and Higher Education",https://en.wikipedia.org/wiki/Second_Dhami_ministry,0.75,collected,2026-06-26
643,,27,152,Minister of Uttarakhand (Forest; Parliamentary Affairs),political_executive,executive,6,false,"Minister, Govt of Uttarakhand - Forest; Parliamentary Affairs",https://en.wikipedia.org/wiki/Second_Dhami_ministry,0.75,collected,2026-06-26
644,,27,152,Minister of Uttarakhand (Women and Child Development; Food and Civil Supplies),political_executive,executive,6,false,"Minister, Govt of Uttarakhand - Women and Child Development; Food and Civil Supplies",https://en.wikipedia.org/wiki/Second_Dhami_ministry,0.75,collected,2026-06-26
645,,27,152,"Minister of Uttarakhand (Animal Husbandry, Dairying and Fisheries; Sugarcane)",political_executive,executive,6,false,"Minister, Govt of Uttarakhand - Animal Husbandry, Dairying and Fisheries; Sugarcane",https://en.wikipedia.org/wiki/Second_Dhami_ministry,0.75,collected,2026-06-26
646,,27,152,Minister of Uttarakhand (Disaster Management; Ayush),political_executive,executive,6,false,"Minister, Govt of Uttarakhand - Disaster Management; Ayush",https://en.wikipedia.org/wiki/Second_Dhami_ministry,0.75,collected,2026-06-26
647,,27,152,Minister of Uttarakhand (Rural Development; MSME),political_executive,executive,6,false,"Minister, Govt of Uttarakhand - Rural Development; MSME",https://en.wikipedia.org/wiki/Second_Dhami_ministry,0.75,collected,2026-06-26
648,,27,152,Minister of Uttarakhand (Transportation; Information Technology),political_executive,executive,6,false,"Minister, Govt of Uttarakhand - Transportation; Information Technology",https://en.wikipedia.org/wiki/Second_Dhami_ministry,0.75,collected,2026-06-26
649,,27,152,Minister of Uttarakhand (Social Welfare; Minority Welfare),political_executive,executive,6,false,"Minister, Govt of Uttarakhand - Social Welfare; Minority Welfare",https://en.wikipedia.org/wiki/Second_Dhami_ministry,0.75,collected,2026-06-26
650,,27,152,Minister of Uttarakhand (Urban Development; Environmental Protection),political_executive,executive,6,false,"Minister, Govt of Uttarakhand - Urban Development; Environmental Protection",https://en.wikipedia.org/wiki/Second_Dhami_ministry,0.75,collected,2026-06-26
651,,7,92,Minister of Goa (Health; Urban Development; TCP; Forest),political_executive,executive,6,false,"Minister, Govt of Goa - Health; Urban Development; TCP; Forest",https://en.wikipedia.org/wiki/Second_Pramod_Sawant_ministry,0.75,collected,2026-06-26
652,,7,92,Minister of Goa (Water Resources; Co-operation),political_executive,executive,6,false,"Minister, Govt of Goa - Water Resources; Co-operation",https://en.wikipedia.org/wiki/Second_Pramod_Sawant_ministry,0.75,collected,2026-06-26
653,,7,92,Minister of Goa (Transport; Industries; Panchayat),political_executive,executive,6,false,"Minister, Govt of Goa - Transport; Industries; Panchayat",https://en.wikipedia.org/wiki/Second_Pramod_Sawant_ministry,0.75,collected,2026-06-26
654,,7,92,Minister of Goa (Tourism; IT),political_executive,executive,6,false,"Minister, Govt of Goa - Tourism; IT",https://en.wikipedia.org/wiki/Second_Pramod_Sawant_ministry,0.75,collected,2026-06-26
655,,7,92,Minister of Goa (Revenue; Labour & Employment; Waste Management),political_executive,executive,6,false,"Minister, Govt of Goa - Revenue; Labour & Employment; Waste Management",https://en.wikipedia.org/wiki/Second_Pramod_Sawant_ministry,0.75,collected,2026-06-26
656,,7,92,Minister of Goa (Social Welfare; Drinking Water),political_executive,executive,6,false,"Minister, Govt of Goa - Social Welfare; Drinking Water",https://en.wikipedia.org/wiki/Second_Pramod_Sawant_ministry,0.75,collected,2026-06-26
657,,7,92,Minister of Goa (Power; New and Renewable Energy),political_executive,executive,6,false,"Minister, Govt of Goa - Power; New and Renewable Energy",https://en.wikipedia.org/wiki/Second_Pramod_Sawant_ministry,0.75,collected,2026-06-26
658,,7,92,Minister of Goa (Fisheries; Animal Husbandry & Veterinary Services),political_executive,executive,6,false,"Minister, Govt of Goa - Fisheries; Animal Husbandry & Veterinary Services",https://en.wikipedia.org/wiki/Second_Pramod_Sawant_ministry,0.75,collected,2026-06-26
659,,7,92,Minister of Goa (Public Works Department; Captain of Ports),political_executive,executive,6,false,"Minister, Govt of Goa - Public Works Department; Captain of Ports",https://en.wikipedia.org/wiki/Second_Pramod_Sawant_ministry,0.75,collected,2026-06-26
660,,7,92,Minister of Goa (Art & Culture; Sports & Youth Affairs; Tribal Welfare),political_executive,executive,6,false,"Minister, Govt of Goa - Art & Culture; Sports & Youth Affairs; Tribal Welfare",https://en.wikipedia.org/wiki/Second_Pramod_Sawant_ministry,0.75,collected,2026-06-26
661,,31,164,Minister of Jammu and Kashmir (Health & Medical Education; School Education; Social Welfare),political_executive,executive,6,false,"Minister, Govt of Jammu and Kashmir - Health & Medical Education; School Education; Social Welfare",https://en.wikipedia.org/wiki/Second_Omar_Abdullah_ministry,0.75,collected,2026-06-26
662,,31,164,Minister of Jammu and Kashmir (Agriculture Production; Rural Development & Panchayati Raj; Cooperative),political_executive,executive,6,false,"Minister, Govt of Jammu and Kashmir - Agriculture Production; Rural Development & Panchayati Raj; Cooperative",https://en.wikipedia.org/wiki/Second_Omar_Abdullah_ministry,0.75,collected,2026-06-26
663,,31,164,Minister of Jammu and Kashmir (Jal Shakti; Forest; Tribal Affairs),political_executive,executive,6,false,"Minister, Govt of Jammu and Kashmir - Jal Shakti; Forest; Tribal Affairs",https://en.wikipedia.org/wiki/Second_Omar_Abdullah_ministry,0.75,collected,2026-06-26
664,,31,164,"Minister of Jammu and Kashmir (Food, Civil Supplies & Consumer Affairs; Transport; Information)",political_executive,executive,6,false,"Minister, Govt of Jammu and Kashmir - Food, Civil Supplies & Consumer Affairs; Transport; Information",https://en.wikipedia.org/wiki/Second_Omar_Abdullah_ministry,0.75,collected,2026-06-26
665,,26,149,Minister of Tripura (Power; Agriculture & Farmers' Welfare; Law),political_executive,executive,6,false,"Minister, Govt of Tripura - Power; Agriculture & Farmers' Welfare; Law",https://en.wikipedia.org/wiki/Second_Saha_ministry,0.75,collected,2026-06-26
666,,26,149,Minister of Tripura (Finance; Planning; Information Technology),political_executive,executive,6,false,"Minister, Govt of Tripura - Finance; Planning; Information Technology",https://en.wikipedia.org/wiki/Second_Saha_ministry,0.75,collected,2026-06-26
667,,26,149,Minister of Tripura (Industries and Commerce; Jail; Welfare of OBCs),political_executive,executive,6,false,"Minister, Govt of Tripura - Industries and Commerce; Jail; Welfare of OBCs",https://en.wikipedia.org/wiki/Second_Saha_ministry,0.75,collected,2026-06-26
668,,26,149,"Minister of Tripura (Food, Civil Supplies & Consumer Affairs; Transport; Tourism)",political_executive,executive,6,false,"Minister, Govt of Tripura - Food, Civil Supplies & Consumer Affairs; Transport; Tourism",https://en.wikipedia.org/wiki/Second_Saha_ministry,0.75,collected,2026-06-26
669,,26,149,Minister of Tripura (Youth Affairs & Sports; Social Welfare; Labour),political_executive,executive,6,false,"Minister, Govt of Tripura - Youth Affairs & Sports; Social Welfare; Labour",https://en.wikipedia.org/wiki/Second_Saha_ministry,0.75,collected,2026-06-26
670,,26,149,"Minister of Tripura (Tribal Welfare; Handloom, Handicrafts & Sericulture)",political_executive,executive,6,false,"Minister, Govt of Tripura - Tribal Welfare; Handloom, Handicrafts & Sericulture",https://en.wikipedia.org/wiki/Second_Saha_ministry,0.75,collected,2026-06-26
671,,26,149,Minister of Tripura (Welfare of Scheduled Castes; Animal Resource Development; Fisheries),political_executive,executive,6,false,"Minister, Govt of Tripura - Welfare of Scheduled Castes; Animal Resource Development; Fisheries",https://en.wikipedia.org/wiki/Second_Saha_ministry,0.75,collected,2026-06-26
672,,26,149,Minister of Tripura (Cooperation; Tribal Welfare; Welfare of Minorities),political_executive,executive,6,false,"Minister, Govt of Tripura - Cooperation; Tribal Welfare; Welfare of Minorities",https://en.wikipedia.org/wiki/Second_Saha_ministry,0.75,collected,2026-06-26
673,,26,149,Minister of Tripura (Forests; General Administration; Science & Technology),political_executive,executive,6,false,"Minister, Govt of Tripura - Forests; General Administration; Science & Technology",https://en.wikipedia.org/wiki/Second_Saha_ministry,0.75,collected,2026-06-26
674,,26,149,Minister of Tripura (Higher Education; Panchayat),political_executive,executive,6,false,"Minister, Govt of Tripura - Higher Education; Panchayat",https://en.wikipedia.org/wiki/Second_Saha_ministry,0.75,collected,2026-06-26
675,,26,149,Minister of State of Tripura (Industries & Commerce),political_executive,executive,7,false,"Minister of State, Govt of Tripura - Industries & Commerce",https://en.wikipedia.org/wiki/Second_Saha_ministry,0.75,collected,2026-06-26
